fold,train_end_week,holdout_weeks,train_mape,train_smape,train_rmse,train_r2,holdout_mape,holdout_smape,holdout_rmse,holdout_r2
0,92,13,25.810715127052468,28.32929237639276,70058.1869228253,0.862710199939341,33.237768091498026,28.437199095352838,192632.1602692219,0.7867111143810913
1,96,13,35.38530988039235,46.25268150229381,81665.45481471393,0.8144481822736634,26.361667623250845,29.004167632077365,199914.13752658016,0.7728992753601978
2,100,13,31.752724037380936,39.0346892085857,84495.13114959313,0.8492079638644213,30.80632526047802,38.95318532742487,148813.97468284317,0.800063687034712
