channel,assumed_spend,contribution_mean,roi_mean,roi_median,roi_hdi_lower,roi_hdi_upper,prob_roi_above_1,spend_share
Affiliate_Impressions,270305.472,296785193.137032,1097.9622089819622,1031.08699031789,369.1038817650938,1744.256226588081,1.0,0.0018373673007933702
Email_Impressions,3343675.241415255,60675185.24266294,18.146255500872552,17.893243509344295,14.34903064013019,22.934002766417745,1.0,0.022728210078739236
Paid_Views,1112443.85,14122880.033515675,12.695364384922145,12.109302332556815,6.5150440520596,19.147161514228696,1.0,0.007561696545894139
Facebook_Impressions,5701687.9488,43570338.21550682,7.641656051113215,7.304412934149084,4.007929389951965,11.657587698826015,1.0,0.038756503591805734
Google_Impressions,136687530.55124998,90025807.7163064,0.6586248749482814,0.6605499069501,0.5593790365586171,0.7420243231792097,0.0,0.9291162224827675
